"","NLM Catalog #","Input file number","Language(s) of the main text","Language(s) of the main text_1","Full Title (native language)","Author's name (transliterated)","Dates of the author","Translator","Dates of the translator","Editor","Dates of the editor","Year of this edition-heze barlasan tuhai","Format of the book","Cover type","Condition of book","Readability of book","Volume","Page numbers","Size of printed area","Size of pages","Location of this copy","Publisher","Copyright owner","Location of printing-","Drawings or illustrations","Colophon-tugsguliin ug","Neree bich"
"52","M0057908-010","W1NLM14-I1NLM14","Tibetan","N","*, ,'PHAGS PA CHOS KYI PHUNG PO ZHES BYA BA THEG PA CHEN PO'I MDO BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GOOD","GOOD","V:N","1A-22A","16x5.5","22x8.5","XYL",NA,NA,NA,NA,NA,NA
"53","M0057908-011","W1NLM14-I1NLM14","Tibetan","N","*, ,STON PA'I MDZAD PA BCU GNYIS LAS BRTZAMS PA'I BSTOD PA LEGS BYAS YONGS 'DU'I SNYE MA ZHES BYA BA ZHUGS SO, ,","NGAG DBANG BLO BZANG RGYA MTSO,","PO TA LA",NA,NA,NA,NA,NA,NA,NA,"POOR","GOOD","V:N","1A-7A","18.5x6","21.5x8.5","XYL",NA,NA,NA,NA,"@006A *, ,('O SKOL GYI STON PA LHA DANG BCAS PA'I MA 'DIS PA'I MDZA' BSHES CHEN PO NYI MA'I GNYEN GYI MDZAD PA BCU GNYIS LAS BRTZAMS PA'I BSTOD PA MCHOG DMAN KUN GYIS GO BDE PHYIR SNYAN NGAG GI LAM NAS MA DRANGS SHING BRDA DANG MNGON BRJOD KYIS MA BCINGS PA ZHIG DGOS ZHES GRONG SMAD PA SANGS RGYAS RGYA MTSOS BSKUL BA LA BRTEN NAS KLU SGRUB KYI GSUNG DU GRAGS PA'I BSTOD RNYING DON LA GNAS TSE DGONGS PA 'GREL RGYU KHAD PAR @006B CAN YOD PA LAS 'OS MA MCHIS MOD, GAL TE 'BRI GUNG SKYOB PAS MDZAD PA LTA BU MING BTAGS KYIS 'DRES NA DON GYI CHAR SOM NYI 'GA' ZHIG SNANG ZHING, THAMS CAD MKHYEN PA DGE 'DUN RGYA MTSO'I THUGS RTZOM DE TSIG SBYOR LEGS KYANG GO DKA' LA MDZAD PA GCIG LA TSIGS BCAD GNYIS TZAM YOD PA'I CUNG MI GSAL BA NAS 'DUL BA'I RNAM BSHAD 'KHRUL BA DANG THAL BA LUNG RIGS GTER MDZOD KYI DGONGS DON SOR BZHAG PA'I BSTOD PA LEGS BYAS YONGS 'DU'I SNYE MA ZHES BYA BA 'DI NI @007A *, , ZA HOR GYI BANDE NGAG DBANG BLO BZANG RGYA MTSOS ME SBRUL HOR ZLA LNGA BA'I YAR NGO'I DGA' BA GNYIS PAR PHO BRANG PO TA LAR SBYAR BA'I YI GE PA YANG BSKUL BA PO NYID KYIS BGYIS PA DZA YAMTU,)",NA
"54","M0057908-012","W1NLM14-I1NLM14","Tibetan","N","*, ,BYANG CHUB LTUNG BSHAGS KYI SGO NAS CHU MCHOD PHUL BA'I GO RIM BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GOOD","GOOD","V:N","1A-7B","18.5x6","21.5x8.5","XYL",NA,NA,NA,NA,NA,NA
"55","M0057908-013","W1NLM14-I1NLM14","Tibetan","N","` BRKYANG PHYAG GI MJUG TU 'DON RGYU'I SMON LAM THEM SKAS MA ZHES BYA BA BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GOOD","POOR","V:N","7B-9a","18.5x6","21.5x8.5","XYL",NA,NA,NA,NA,"@009A *, ,(CES BRKYANG PHYAG GI MJUG TU 'DON RGYU'I SMON LAM THEM SKAS MA 'DI NI, DKON MCHOG GI RTEN LA BRKYANGS DANG PHYAG BYAS PA'I PHAN YON DANG MTHUN BAR SMON LAM BTAB NA PHAN YON CHE BAR DGONGS NAS ^RJE BTZUN SA SKYA'I PAn CHEN GYIS SBYAR BA'O,, ,,)",NA
"56","M0057908-014","W1NLM14-I1NLM14",NA,"N","` 'DI LTAR BGYIS PAS TSE RABS THAM CAD DU NI,","NGAG DBANG BLO BZANG,",NA,NA,NA,NA,NA,NA,NA,NA,"GOOD","POOR","V:N","9A-10a","18.5x6","21.5x8.5","XYL",NA,NA,NA,NA,"@009B (ZHES PA 'DI YANG KLONG RDOL BLA MA NGAG DBANG BLO BZANG BRIS PA'O,, ,,)",NA
"57","M0057908-015","W1NLM14-I1NLM14","Tibetan","N","py6+/","DKON MCHOG BSTAN PA'I SGRON ME,",NA,NA,NA,NA,NA,NA,NA,NA,"GOOD","GOOD","V:N","10A-13A","18.5x6","21.5x8.5","XYL",NA,NA,NA,NA,"@012B (ZHES PA 'DI NI HAL HA KHU RE CHEN MO'I GRVA RIGS DANG LDAN DGE SLONG BLO BZANG BSAM GTAN GYIS 'KHOR LO'I RGYU MTSAN PHAN YON DANG BCAS DGOS ZHES BSKUL NGOR, 'KHOR LO'I RNAM GZHAG THO TZAM ZHIG, ^BTZUN PA DKON @013A *, ,MCHOG BSTAN PA'I SGRON MES 'PHRAL DU BRIS PA'O,, ,,)",NA
"58","M0057908-016","W1NLM14-I1NLM14","Tibetan","N","87564w21q","4",NA,NA,NA,NA,NA,NA,NA,NA,"GOOD","GOOD","V:N","13A-14B","18.5x6","21.5x8.5","XYL",NA,NA,NA,NA,NA,NA
"59","M0057908-017","W1NLM14-I1NLM14","Tibetan","N","/\d","|9trewq0",NA,NA,NA,NA,NA,NA,NA,NA,"GOOD","GOOD","V:N","14B-16B","18.5x6","21.5x8.5","XYL",NA,NA,NA,NA,"@016A *, ,(CES PA 'DI NI BSNGO BA DANG SMON LAM MTHA' DAG GI GNAD BSDUS PA YIN PAS DGE SPYOR GANG BYAS PA'I MTHAR SBYAR NA LEGS SO, ,)",NA
"60","M0057908-018","W1NLM14-I1NLM14","Tibetan","N",NA,"`","RNAM PAR RGYAL BA'I GLIN",NA,NA,NA,NA,NA,NA,NA,"GOOD","GOOD","V:N","6A-13B","18.5x6","21.5x8.5","XYL",NA,NA,NA,NA,"@013A *, ,(CES SANGS RGYAS BCOM LDAN 'DAS 'JIG RTEN THAMS @013B CAD KYI MA 'DRES PA'I MZDA' BSHES CHEN PO STON PA BLA NA MED PA LA ZAB MO RTEN CING 'JEL BAR 'BYUNG BA GSUNG BA'I SGO NAS BSTOD PA LEGS PAR BSHAD PA'I SNYING PO ZHES BYA BA 'DI NI MANG DU THOS PA'I DGE SLONG BLO BZANG GRAGS PA'I DPAL GYIS GANGS CAN KHROD KYI GANGS RI'I DBANG PO'I DGUNG RGYAL GYI LHA ZHOL DBEN GNAS LHA'I STINGS MING GZHAN RNAM PAR RGYAL BA'I GLING ZHES BYA BAR SBYAR BA'I YI GE PA NI NAM MKHA' DPAL LO,, ,,)",NA
"61","M0057908-019","W1NLM14-I1NLM14","Tibetan","N","NO TITLE [@013B ` NA MO GU RU MANYDZU GHO shAYA, DBU MA LA 'JUG PA KHA TON DU BYA BA'I THOG MAR, SANGS RGYAS GNYIS PA'I GZHUNG LUGS KUNDA'I TSAL GSAL MDZAD 'PHAGS YUL MKHAS GRUB KUN GYI GTZO, ,SMRA BA'I ZLA BA GRAGS PA'I 'OD DKAR CAN, ,'GRO BA'I GDUNG BA SEL LA PHYAG 'TSAL LO, ,]","DAM TSIG RDO RJE MING CAN,",NA,NA,NA,NA,NA,NA,NA,NA,"GOOD","GOOD","V:N","13B-14B","18.5x6","21.5x8.5","XYL",NA,NA,NA,NA,"@014B (CES PA 'DI NI DAD LDAN DGE SLONG DPAL 'BYOR GYIS 'DI LTA BU DGOS ZHES BSKUL BA'I 'OR, DAM TSIG RDO RJE MING CAN BRIS PA'O, , DGE LEGS 'PHEL, ,)",NA
"62","M0057908-020","W1NLM14-I1NLM14","Tibetan","N","*, ,BLA MA RGYANG 'BOD BLA MA'I THUGS RJE BSKUL ZHING BYING RLABS 'GUGS PA'I LCAGS KYU ZHES BYA BA BZHUGS SO, ,","BLO BZANG CHOS KYI RGYAL MTSAN,",NA,NA,NA,NA,NA,NA,NA,NA,"GOOD","GOOD","V:N","1A-6A","19.5x5.5","21.5x8.5","XYL",NA,NA,NA,NA,"@006A *, ,(CES BLA RGYANG 'BOD BLA MA'I THUGS RJE BSKUL ZHING BYING RLABS 'GUGS PA'I LCAGS KYU ZHES BYA BA 'DI YANG, BYA KHYUNG CHOS RJE BSTAN PA RIN CHEN SOGS KYIS NAN CHER BSKUL BA LA, BRTEN NAS RJE BTZUN BLA MA DAM PA RNAMS KYI BKA' 'BANGS THA CHUNG, CHOS SMRA BA BLO BZANG CHOS KYI RGYAL MTSAN GYIS, CHOS SGRA CHEN MO BKRA SHIS LHUN PO'I GTZUG LAG KHANG DU SBYAR BA'O, ,)",NA
"63","M0057908-021","W1NLM14-I1NLM14","Tibetan","N","*, , BLA MA LNGA BCU'I RNAM BSHAD DNGOS GRUB RNAM GNYIS KYI SGO BRGYA 'BYED PA'I LDE MIG CES BYA BA BZHUGS SO, ,","BLO BZANG DPAL LDAN BSTAN PA'I NYI MA PHYOGS LAS RNAM RGYAL,",NA,NA,NA,NA,NA,NA,NA,NA,"GOOD","MEDIUM","V:N","1A-15A","14.5x6","22x8.5","XYL",NA,NA,NA,NA,"@015A *, ,(CES BLA MA LNGA BCU PA'I BSHAD PA MDOR BSDUS PA, SLOB MA RJES 'DZIN DANG BCAS PA 'DI YANG ^SH'AKYA'I DGE SLONG BLO BZANG DPAL LDAN BSTAN PA'I NYI MA PHYOGS LAS RNAM RGYAL GYI SBYAR BA'O, ,)",NA
"64","M0057909-001","W1NLM15-I1NLM15","Tibetan","N","*, ,SA BDAG CHAB GTOR GTON TSUL ZHES BYA BA BZHUGS SO,, ,,",NA,NA,NA,NA,NA,NA,NA,NA,"PAPER COVER","GOOD","GOOD","V:N","1A-13B","19x5","22x7","MS",NA,NA,NA,NA,NA,NA
"65","M0057909-002","W1NLM15-I1NLM15","Tibetan","N","` SPYI'I GSHEG GTOR,",NA,NA,NA,NA,NA,NA,NA,NA,"PAPER COVER","GOOD","GOOD","V:N","1A-3A","18x6.5","22x8.5","MS",NA,NA,NA,NA,NA,NA
"66","M0057909-003","W1NLM15-I1NLM15","Tibetan","N","*, ,RGYAL PO SKU LNGA BAR CHAD SEL BA'I GSER SKYEMS 'BUL TSUL, ,","NGAG DBANG BLO BZANG,",NA,NA,NA,NA,NA,NA,NA,"PAPER COVER","GOOD","GOOD","V:N","1A-2B","18.5x6.5","22x9","MS",NA,NA,NA,NA,"@002B ('DI YANG DGE SLONG NGAG DBANG BLO BZANG GIS RJED THOR BRIS, ,)",NA
"67","M0057909-004","W1NLM15-I1NLM15","Tibetan","N","*, ,'JIG RTEN BA'I LHA KLU MTHU PO CHE SPYOD LA BSGRAGS PA GDAMS PO, ,","BTSAN DAR,",NA,NA,NA,NA,NA,NA,NA,"PAPER COVER","GOOD","GOOD","V:N","2B-4A","18.5x6.5","22x10","MS",NA,NA,NA,NA,"@004A *, ,('DI NI CHIN WANG SHOG GI SNGAGS RAMS PA BSTAN DAR KYIS GSUNG NGO, ,)",NA
"68","M0057909-005","W1NLM15-I1NLM15","Tibetan","N","` GSOL 'DEBS BSAM DON LHUN 'GRUB MA BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"PAPER COVER","GOOD","GOOD","V:N","4B-5A","18.5x6.5","22x10","MS",NA,NA,NA,NA,NA,NA
"69","M0057909-006","W1NLM15-I1NLM15","Tibetan","N","*, ,'DIR STON PA BCOM LDAN 'DAS KYIS RDO RJE GDAN DU BDUD 'DUL BA'I TSE BKA' STZAL BA'I RIG SNGAGS ZAB MO 'KHOR LO 'BAR BA'I GDAMS PA NYAMS SU LEN BA'I TSUL BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"PAPER COVER","GOOD","GOOD","V:N","5B-7B","18.5x6.5","22x10","MS",NA,NA,NA,NA,"@007B (CES PA 'DI YANG PHUNG SRI'I GNOD PA SHIN TU KHA RGYAL BA'I DUS 'DIR MED DU MI RUNG BA'I GDAMS PA ZAB KHYAD CAN ZHIG YIN PAR GSUNGS SO,, ,,)",NA
"70","M0057909-007","W1NLM15-I1NLM15","Tibetan","N","*, ,DPAL LDAN LHA MO DMAG ZOR RGYAL MO'I GTOR CHOG DANG 'BREL BAR MA MO 'KHRUGS SKONGS BYA TSUL GYI CHO GA MKHA' 'GRO MNYES BYED CES BYA BA BZHUGS SO, ,","DAM TSIG RDO RJE,",NA,NA,NA,NA,NA,NA,NA,"PAPER COVER","GOOD","GOOD","V:N","1A-26A","18.5x6.5","22x9","MS",NA,NA,NA,NA,"@026A *, ,(ZHES PA 'DI NI BLA MA RIG 'DZIN BRGYUD PA GONG MA DAG GI PHYAG BZHES BZHIN, ^DAM TSIG RDO RJES GDAMS PA SO SO'I RGYUN THOB BAR BYAS TE LAG TU BLANG BDE BAR BSGRIGS PA'O, , MA H'A SU KHA SIDDHI RAS+HU, , BKRA SHIS, ,)",NA
"71","M0057909-008","W1NLM15-I1NLM15","Tibetan","N","*, ,'BYUNG BZHI GTOR MA GTONG TSUL BZHUGS, ,","BLO BZANG CHOS KYI RGYAL MTSAN,",NA,NA,NA,NA,NA,NA,NA,"PAPER COVER","GOOD","GOOD","V:N","1A-11B","17x6","22x8","MS",NA,NA,NA,NA,"@010A *, ,(CES ZLUM GTOR GLUD DANG BCAS PA NAM MKHAR 'THOR PA 'AM, SA GTZAN SAR, GRU BZHI BYANG ZLUM PO NUB, GRU GSUM LHO, ZLA GAM SHAR, PHYOGS SU BSKYAL LO, ,SMRAS PA, SPRUL BA'I SKYES MCHOG DAM PA RGYA GAR GYI, ,'BYUNG BZHI'I GTOR MA'I RTEN 'BREL THABS MKHAS KYI, ,'BYUNG BZHI'I 'KHRUG PA'I NYAM THAG 'GRO BA LA, ,BDE MDZAD BDUD RTZI'I CHAR RGYUN PHAB PA BZHIN, ,NAD RIMS GDON GEGS MDA' CHAR MI ZAD PA, ,SKYOBS @010B BYED RDO RJE GO KHRAB DAG DANG MTSUNG, ,DON BSDUS SPEL LEGS SNYING POR DRIL BA YANG, ,TSOGS BSGRIGS ME TOG GSAR PA'I 'PHRENG MDZES 'DI, ,BSLAB GSUM LDAN PA'I DGE SLONG RI KHROD PA, ,LHAG BSAM DAG PA'I YANG YANG BSKUL PA'I NGOR, ,MDO RGYUD MAN NGAG 'DZIN PA'I SPONG PA'O, ,BLO BZANG CHOS KYI RGYAL MTSAN ZHES BYAS BKOD, ,MANGGA LAm, DGE'O, ,)",NA
"72","M0057909-009","W1NLM15-I1NLM15","Tibetan","N","*, ,PHYAG RDOR GOS SNGON CAN GYI BSGRUB THABS BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"PAPER COVER","GOOD","GOOD","V:N","1A-4A","18x6","21x8","MS",NA,NA,NA,NA,NA,NA
"73","M0057909-010","W1NLM15-I1NLM15","Tibetan","N","*, ,TSE DPAG MED LA RTEN PA'I TSE SGRUBS BZHUGS SO, ,","DKON MCHOG BSTAN PA'I SGRON ME,","DGA' LDAN RAB RGYAS GLING",NA,NA,NA,NA,NA,NA,"PAPER COVER","GOOD","GOOD","V:N","1A-6A","16x5.5","21.5x8.5","MS",NA,NA,NA,NA,"@005B (ZHES PA 'DI NI DANG BRTZON LDAN PA RI KHROD PA DON GRUB RGYA MTSO DANG DGE SLONG 'JIG MED BLO GROS GNYIS KYIS BSKUL NGOR, ^BTZUN PA DKON MCHOG @006A *, ,BSTAN PA'I SGRON MES DGON GSAR DGA' LDAN RAB RGYAS GLING DU BRIS PA'O,, ,,)",NA
"74","M0057909-011","W1NLM15-I1NLM15","Tibetan","N","*, ,DKON MCHOG GSUM DANG LHA SRIN SDE BRGYAD RNAMS LA MCHOD GTOR DANG 'O MA'I MCHOD PA 'BUL TSUL BZHUGS SO, ,","BLO BZANG DPAL MGON MING CAN,",NA,NA,NA,NA,NA,NA,NA,"PAPER COVER","GOOD","GOOD","V:N","1A-6B","16x6","20.5x8.5","MS",NA,NA,NA,NA,"@006A *, ,(CES PA 'DI NI A CHI THU DAR HANG CHOS RJE BLO BZANG RNAM RGYAL ZHES @006B BYA BAS 'GRO BA MANG PO'I DBUL 'PHONGS SEL BA'I PHYIR DU 'DI LTA BU ZHIG DGOS ZHES BSKUL BA'I NGOR GSUNG BZHIN DU BLO BZANG DPAL MGON MING CAN GYIS SUG BRIS SU SBYAR BA'I 'GRO BA MANG PO'I PHAN PAR BYED PA'I DGE LEGS 'PHEL BAR GYUR CIG, ,)",NA
"75","M0057909-012","W1NLM15-I1NLM15","Tibetan","N","*, , PHYAG RDOR GYI GSHEGS GTOR 'BUL BAR 'DOD PAS MCHOD GTOR RNAMS LAG LEN BZHIN DU BSHAMS TE BYIN GYIS BRLABS NI,","BLO BZANG 'PHRIN LAS MING CAN,",NA,NA,NA,NA,NA,NA,NA,"PAPER COVER","GOOD","GOOD","V:N","1A-3A","17x5","21x8","MS",NA,NA,NA,NA,"@003A *, ,(ZHES PA 'DI YANG BTZUN PA BLO BZANG 'PHRIN LAS MING CAN GYIS BRIS PA'O, ,)",NA
"76","M0057909-013","W1NLM15-I1NLM15","Tibetan","N","* , ,GSHEGS GTOR 'BUL BA'I TSUL NI,","DAM PA'I MING CAN,",NA,NA,NA,NA,NA,NA,NA,"PAPER COVER","GOOD","GOOD","V:N","1A-15A","14.5x5","21x8","MS",NA,NA,NA,NA,"@014B (ZHES BSTAN BSRUNG TSANGS PA CHEN PO'I DUS GTOR GTONG LUGS 'DI LTA BUS ZHIG DGOS ZHES DAR HANG CHEN WAN GIS YANG YANG BKA' NAN CHEN POS BSKUL BA LDOG MI NUS PAR, DAM PA'I MING CAN ZHIG GIS, SNGON GYI YIG RNYING KHUNGS SU BYAS TE GA-YAR KHRAL DU SUG BRIS BYAS SO,, ,, @015A *, ,BKRA SHIS PAR GYUR CIG, MANGGA LAm, BKRA SHIS DPAL BAR 'DZAM GLING BRGYAN DU BYON,, ,,)",NA
"77","M0057909-014","W1NLM15-I1NLM15","Tibetan","N","*, ,RJE BTZUN 'JAM DBYANGS AA RA PA TZA NA'I SGRUB THABS NOR BU CHU SHEL CES BYA BA BZHUGS SO, ,","CHOS KYI RGYAL MTSAN,","PHO BRANG GI GTZUG LAG KHANG",NA,NA,NA,NA,NA,NA,"PAPER COVER","GOOD","GOOD","V:N","1A-6A","16x6.5","21x8","MS",NA,NA,NA,NA,"@006A *, ,(ZHES RJE BTZUN 'JAM DBYANGS AA RA PA TZA NA'I SGRUB THABS SHES RAB KYI BDUD RTZI 'BEBS PA'I NOR BU CHU SHEL CES BYA BA 'DI YANG , DAD PA DANG GTONG BA DANG RNAM DPYOD PHUL DU BYUNG BA'I LUNG RIG SMRA BA RJE DRUNG DKON MCHOG RGYAL MTSAN GYIS NAN CHER BSKUL BA LA BRTEN NAS, CHOS SMRA BA CHOS KYI RGYAL MTSAN GYIS DBEN SA CHOS KYI PHO BRANG GI GTZUG LAG KHANG DU SBYAR BA'O, , SHU BHA MASDU SARBA DZA GA T'Am, ,)",NA
"78","M0057909-015","W1NLM15-I1NLM15","Tibetan","N","*, ,BRUL GTOR GTONG BAR 'DOD PAS BZHUGS SO, ,","BZANG MI 'CHAD PA,",NA,NA,NA,NA,NA,NA,NA,"PAPER COVER","GOOD","GOOD","V:N","1A-5A","18x5.5","22x8.5","MS",NA,NA,NA,NA,"@005A *, ,(ZHES 'BRUL GTOR BSDUS BA 'DI YANG MANG POR PHAN PA'I BSANGS LHA'I BTZUN PA BZANG MI 'CHAD PAS BGYIS BYA'O, , SA RBA MANGGA LAm, DGE'O, ,,)",NA
"79","M0057909-016","W1NLM15-I1NLM15","Tibetan","N","*, ,S'A TZTSA 'DEBS PA'I GSAL BYED LEGS TSOGS LHUN GRUB BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"PAPER COVER","GOOD","GOOD","V:N","1A-8A","17.5x6","22x7.5","MS",NA,NA,NA,NA,NA,NA
"80","M0057909-017","W1NLM15-I1NLM15","Tibetan","N","` 'PHAGS PA RGYAL MTSAN GYI RTZE MO'I DPUNG RGYAN ZHES BYA BA BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"PAPER COVER","GOOD","GOOD","V:N","1A-6A","15.5x6","20x8","MS",NA,NA,NA,NA,NA,NA
"81","M0057909-018","W1NLM15-I1NLM15","Tibetan","N","*, ,LAN CHAGS GTOR MA GTONG TSUL BZHUGS SO, ,","BLO BZANG CHOS LDAN,",NA,NA,NA,NA,NA,NA,NA,"PAPER COVER","POOR","GOOD","V:N","1A-3B","17x6","20x7","MS",NA,NA,NA,NA,"@003B (CES PA 'DI YANG DON NYER CAN 'KA' ZHIG GIS BSKUL PA'I NGOR SNYOM LAS PA BLO BZANG CHOS LDAN GYIS MTSO BDUN GYI LHA KHANG CHEN MOR SBYAR BA'I YI GE PA NI DPYOD LDAN DGE)",NA
"82","M0057909-019","W1NLM15-I1NLM15","Tibetan","N","` RIMS NAD ZHI BAR BYED PA'I GZUNGS SNGAGS BYIN RLABS CAN 'DOD GSOL SMON TSIG DANG BCAS PA BZHUGS SO, ,","BLO BZANG 'JAM DPAL RGYA MTSO,",NA,NA,NA,NA,NA,NA,NA,"PAPER COVER","GOOD","GOOD","V:N","1A-4A","16x5","19x7","MS",NA,NA,NA,NA,"@004A *, ,(CES PA 'DI NI ME RTA LO LHA ZHOL GYI PHYOGS SU 'BRUM BU'I NAD RIMS CHAD THOR BU BYUNG BA MYUR DU ZHI PHYIR RIMS NAD ZHI BA'I GZUNGS SNGAG BYIN RLABS CAN 'DOD GSOL DANG BCAS PA 'DI NI KUN LA PHAN PA'I LHAG BSAM BZANG POS KUN NAS BSLANGS TE, ^SH'AKYA'I DGE SLONG BLO BZANG 'JAM DPAL RGYA MTSOS SBYAR BA'O, , MANGGA LAm, ,)",NA
"83","M0057909-020","W1NLM15-I1NLM15","Tibetan","N","`SNA TSOGS YUM GYI SGRUBS THABS BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"PAPER COVER","GOOD","GOOD","V:N","1A-3B","15x5.5","17.5x7","MS",NA,NA,NA,NA,NA,NA
"84","M0057910-001","W1NLM16-I1NLM16","Tibetan","N","*, ,GSHIN PO'I DUR 'DEBS KYI SA BSLANG BA SOGS JI LTAR BYA TSUL GYI CHO GA MDOR BSDUS GZHAN PHAN SNYING PO ZHES BYA BA BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GOOD","GOOD","V:N","1A-14A","17x6.5","22x9","MS",NA,NA,NA,NA,"@014B (CES PA 'DI NI RIG 'DZIN DPAL MGON BZHAD PA'I RDO RJES MING CAN GYIS, TSAD LDAN DAM PA RNAMS KYI GSUNG RGYUN LAS BYUNG LTAR BRIS PA LA LHA SHES ZHES SU GRAGS PA'I @015A *. . RTZIS MKHAN DANG MKHAS PA RNAM DPYOD CAN GZU BOR GNAS PA RNAMS KYIS GZIGS NA THUGS KYIS MI KHREL ZHU'O, , YI GE PA NI BSOD NAMS DBANG PHYUG GIS BGYIS PA 'DIS KYANG 'ZO BA MANG PO LA PHAN THOGS PAR GYUR CIG,)",NA
"85","M0057910-002","W1NLM16-I1NLM16","Tibetan","N","` SHI'I PA'I MJUG LA GSHIN RJE'I SGO 'GAG RDO RJE GNAD RTZOD ZHES BYA BA BZHUGS SO, ,","SIDHI SU RYA MING CAN,",NA,NA,NA,NA,NA,NA,NA,NA,"GOOD","GOOD","V:N","1A-3B","17x7","22x8.5","MS",NA,NA,NA,NA,"@003B (CES PA 'DI NI DAM PA RNAMS KYI GSUNG RGYUN BZHIN DU SIDHI SU RYA MING CAN GYIS SBYAR BA'O, , SA MA YA: RGYA RGYA RGYA: GU HYA: MANGGA LAm, ,)",NA
"86","M0057910-003","W1NLM16-I1NLM16","Tibetan","N","*, ,GSHIN 'DRE GSON 'DRE'I BGEGS GTOR BZHUGS SO, ,","NO MON KHANG,",NA,NA,NA,NA,NA,NA,NA,NA,"GOOD","GOOD","V:N","1A-2B","17.5x6.5","21.5x8","MS",NA,NA,NA,NA,"@002B (CES PA 'DI YANG RA'a CHEN NO MON KHANG GIS BSGRIGS PA'O, ,)",NA
"87","M0057910-004","W1NLM16-I1NLM16","Tibetan","N","` 'DIR NAD RIMS ZHI BAR BYED PA'I BSANGS MCHOD BZHUGS SO, ,","BLO BZANG BTAN PA,",NA,NA,NA,NA,NA,NA,NA,NA,"GOOD","GOOD","V:N","1A-2B","17.5x6.5","20.5x8.5","MS",NA,NA,NA,NA,"@002B (CES PA 'DI NI MI DBANG RIN PO CHE'I BKA' BSKUL LTAR, DKA' CHEN BLO BZANG BTAN PAS BRIS SO, , DGE LEGS 'PHEL LO, ,)",NA
"88","M0057910-005","W1NLM16-I1NLM16","Tibetan","N","` KHYUNG NAG GI BSDUS PA'O, ,",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GOOD","GOOD","V:N","1A-2A","16x7.5","22x8.5","MS",NA,NA,NA,NA,NA,NA
"89","M0057910-006","W1NLM16-I1NLM16","Tibetan","N","*, ,DMAR GSUR LA BRTEN NAS RANG GZHAN GYI 'CHI BA BSLU PA BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GOOD","GOOD","V:N","1A-2B","18x7","22x8.5","MS",NA,NA,NA,NA,"@002B (ZHES PA'ANG KLONG GSAL BA DANG CHOS LDAN PAS BSKUL NGOR RIG PA 'DZIN PA MKHYEN BRTZE'I LHAS SO, ,)",NA
"90","M0057910-007","W1NLM16-I1NLM16","Tibetan","N","*, ,RDO RJE RNAL 'BYOR MAR BRTEN PA'I GCOD YUL GYI GDAMS PA MKHYER MKHA' 'GRO'I SNYING BCUD BZHUGS SO, ,","DGE LEGS RGYAL MTSAN DPAL BZANG PO,",NA,NA,NA,NA,NA,NA,NA,NA,"GOOD","GOOD","V:N","1A-5B","17x6","21x7.5","MS",NA,NA,NA,NA,"@005A *, ,(CES RJE BTZUN RDO RJE RNAL 'BYOR MAR BRTEN PA'I ZAB MO BDUD KYI GCOD YUL 'JUG BDER SPEL BA 'DI YANG , RANG NYID KYI NYAMS LEN DANG , LHAG PA'I LHA 'DI'I RNAL 'BYOR LA BRGON PA'I SKAL MNYAM GZHAN LA PHAN @005B DU RE BAS SNGAR NAS 'BRI 'DUN THOGS STE BA CHOS MDZAD SKAL BZANG LEGS GRUB DANG SEMS DPA' CHEN PO BLO BZANG BSHES GNYEN GRAGS PA RNAM RGYAL RTZA RI GRA BO SOGS GNAS CHEN SKOR BAR 'BYIN SKABS LHA 'DI NYID LA BRTEN PA'I GCOD ZHIG DGOS ZHES BSKUL BAS MTSAMS SPYAR TE RGYAL KHAMS MYUL PA'I BYA BRAL 'PHAGS PA DGE LEGS RGYAL MTSAN DPAL BZANG POS, ,BSAM YAS MI 'GYUR LHUN GYIS GRUB PA'I GTZUG LAG KHAN GNAS CHEN POR BRIS PA'O,, ,,)",NA
"91","M0057910-008","W1NLM16-I1NLM16","Tibetan","N","*, ,SA BDAG CHAB GTOR TSEG SGYUR BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GOOD","GOOD","V:N","1A-4A","17x5.5","21.5x7","MS",NA,NA,NA,NA,NA,NA
